cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
05563-000;-23.6038396;-46.7835269;04548-000;-23.602414000000003;-46.6761701
04136-000;-23.6106845;-46.628035;01141-000;-23.5693989;-46.6466205
03112-000;-23.5497004;-46.5960461;04678-000;-23.6708901;-46.6807956
02280-000;-23.4569392;-46.5746468;04523-000;-23.6042647;-46.6648005
03288-000;-23.5915584;-46.5332368;04429-000;-23.6772503;-46.65981370000001
05335-000;-23.5512567;-46.7487855;02452-000;-23.503278;-46.6421547
03425-000;-23.5510699;-46.53856649999999;05520-000;-23.589424800000003;-46.72932479999999
01311-000;-23.5699548;-46.6462049;04003-000;-23.5718181;-46.64868509999999
02632-000;-23.4614477;-46.64905529999999;04469-000;-23.6933724;-46.66898519999999
02558-000;-23.4962336;-46.6732774;03336-000;-23.5541189;-46.5606477
04155-000;-23.6328799;-46.6254447;03460-000;-23.5667;-46.5145193
04910-000;-23.6804108;-46.7342655;01307-000;-23.5549068;-46.6554605
03322-000;-23.5492244;-46.56804279999999;03169-000;-23.5566908;-46.5943868
02238-000;-23.4737967;-46.57378079999999;01405-000;-23.5636072;-46.6536978
04602-000;-23.6244649;-46.6834867;05060-000;-23.5322889;-46.71306660000001
03821-000;-23.4890401;-46.5030656;04752-000;-23.6510345;-46.7064288
03720-000;-23.501994;-46.5327722;05665-000;-23.6153961;-46.7222719
05848-000;-23.6585057;-46.7600597;02267-000;-23.4786709;-46.6012132
08330-000;-23.6104872;-46.4724283;03556-000;-23.540259;-46.5017115
03648-000;-23.526263600000004;-46.5262148;04195-000;-23.6569719;-46.61322879999999
03181-000;-23.561388600000004;-46.5876735;04294-000;-23.6191473;-46.6072005
05386-000;-23.5665628;-46.757668;05093-000;-23.517487600000006;-46.7184721
02316-000;-23.459405800000006;-46.5936069;03342-000;-23.5613847;-46.5608647
01552-000;-23.5706894;-46.6109932;05577-000;-23.5776147;-46.7243724
08042-000;-23.508967;-46.4389261;01305-000;-23.5521026;-46.652651
03268-000;-23.5978343;-46.52858060000001;03421-000;-23.5497277;-46.5441659
05271-000;-23.4294505;-46.79261500000001;04346-000;-23.642082100000003;-46.6557623
04128-000;-23.6028727;-46.63165120000001;05705-000;-23.6190724;-46.71849829999999
04042-000;-23.6025765;-46.6380467;05639-000;-23.6091;-46.7399915
03547-000;-23.5406685;-46.51314650000001;04295-000;-23.6207086;-46.6056936
03223-000;-23.5888575;-46.562051;08062-000;-23.5085486;-46.4734814
03121-000;-23.5621022;-46.5978592;02846-000;-23.4633189;-46.6958899
01552-000;-23.5706894;-46.6109932;04116-000;-23.59211;-46.6274492
05525-000;-23.6037435;-46.74663620000001;01313-000;-23.554765600000003;-46.64856530000001
01520-000;-23.5592539;-46.62073119999999;02802-000;-23.4879664;-46.6964938
04162-000;-23.6279659;-46.6132254;04560-000;-23.614009600000006;-46.68356710000001
02652-000;-23.4589495;-46.6536047;04784-000;-23.691764000000006;-46.71521729999999
03559-000;-23.5462937;-46.5013573;01238-000;-23.5435578;-46.6567873
01309-000;-23.5569581;-46.65896770000001;05060-000;-23.5322889;-46.71306660000001
03386-000;-23.5808192;-46.5276954;04531-000;-23.5810457;-46.6756578
02435-000;-23.4807722;-46.6384544;04349-000;-23.6482205;-46.642734
05862-000;-23.661872;-46.7639005;02474-000;-23.477487300000004;-46.6544047
03817-000;-23.4923465;-46.49341920000001;01403-000;-23.5694873;-46.6541838
03621-000;-23.5209984;-46.52182140000001;03513-000;-23.5391078;-46.52408459999999
03240-000;-23.5998336;-46.5481619;02318-000;-23.4497089;-46.5873123
03424-000;-23.5506361;-46.54085900000001;05847-000;-23.6533855;-46.74905829999999
08265-000;-23.5723919;-46.45232470000001;03927-000;-23.6010841;-46.4991279
05171-000;-23.4778535;-46.7479531;02712-000;-23.5048684;-46.6757249
04051-000;-23.6094784;-46.6445877;03118-000;-23.5611123;-46.5961535
03380-000;-23.575588600000003;-46.5312685;04675-000;-23.6639287;-46.6916631
04538-000;-23.5903269;-46.6804869;02430-000;-23.4881882;-46.638236600000006
04918-000;-23.689047100000003;-46.7418047;03077-000;-23.5318311;-46.58030520000001
03874-000;-23.5118682;-46.49559470000001;03463-000;-23.5727052;-46.5279526
03737-000;-23.5074858;-46.513135;02556-000;-23.497881600000003;-46.6699305
04753-000;-23.651162;-46.7090565;02254-000;-23.4809876;-46.5928331
03677-000;-23.5155771;-46.49400439999999;02161-000;-23.4943051;-46.5718934
04016-000;-23.5857094;-46.63831679999999;04447-000;-23.6924917;-46.6611625
04537-000;-23.5879183;-46.6789831;03726-000;-23.5005901;-46.5133288
04618-000;-23.6268136;-46.67787740000001;04747-000;-23.6585775;-46.7031625
03089-000;-23.5371166;-46.558232200000006;04552-000;-23.5940202;-46.6860241
04348-000;-23.6460579;-46.6521581;03375-000;-23.5728204;-46.5504617
03263-000;-23.5875131;-46.54695770000001;03627-000;-23.511553;-46.505886
08430-000;-23.5309546;-46.4236882;01239-000;-23.5472361;-46.6537963
03316-000;-23.5430556;-46.56689;05303-000;-23.5286727;-46.7297698
03921-000;-23.5923018;-46.51660210000001;03201-000;-23.6046349;-46.5684279
02460-000;-23.491554500000003;-46.6364297;03446-000;-23.5501234;-46.5307307
03511-000;-23.5351838;-46.5264918;03322-000;-23.5492244;-46.56804279999999
03732-000;-23.5091994;-46.53335939999999;02925-000;-23.5008851;-46.69974939999999
05568-000;-23.5885835;-46.7870788;04039-000;-23.598478;-46.6399165
04438-000;-23.6759633;-46.6703307;03735-000;-23.5088603;-46.51898660000001
03425-000;-23.5510699;-46.53856649999999;05351-000;-23.5587451;-46.76027029999999
08280-000;-23.5571559;-46.4665158;03575-000;-23.5546675;-46.509836
02336-000;-23.4803;-46.617023;05359-000;-23.571452;-46.74390560000001
04140-000;-23.6074927;-46.6336828;05688-000;-23.6116671;-46.7064067
05033-000;-23.522723100000004;-46.690466;02374-000;-23.4543488;-46.6235757
03050-000;-23.544412;-46.61290620000001;04510-000;-23.5947498;-46.6663845
04167-000;-23.632881;-46.6125018;04184-000;-23.6496417;-46.599973
05351-000;-23.5587451;-46.76027029999999;05344-000;-23.5532322;-46.743224
01031-000;-23.5425893;-46.6346352;03373-000;-23.5748617;-46.5517619
04411-000;-23.6787527;-46.6467012;05042-000;-23.524913100000006;-46.6991169
03682-000;-23.519291100000004;-46.4808923;04330-000;-23.653177600000006;-46.645191
03944-000;-23.6014749;-46.4933009;01423-000;-23.567162;-46.65890870000001
02636-000;-23.4543475;-46.6451815;04543-000;-23.5901692;-46.68049370000001
05525-000;-23.6037435;-46.74663620000001;03948-000;-23.5877171;-46.4928016
01022-000;-23.5448448;-46.6334325;02873-000;-23.4568332;-46.6856701
03694-000;-23.5398461;-46.47656629999999;03365-000;-23.5692036;-46.539326
03661-000;-23.524941100000003;-46.501423;02804-000;-23.4815593;-46.6997206
03821-000;-23.4890401;-46.5030656;01222-000;-23.5430134;-46.64113099999999
08280-000;-23.5571559;-46.4665158;05547-000;-23.5926815;-46.770151
04703-000;-23.6231763;-46.6888239;05043-000;-23.5254638;-46.6908605
08151-000;-23.5076249;-46.4044739;04571-000;-23.6069438;-46.6954541
02911-000;-23.5042812;-46.6973208;05131-000;-23.501592;-46.7428037
03126-000;-23.581913;-46.59102439999999;03065-000;-23.5376468;-46.57929470000001
03343-000;-23.559357100000003;-46.5706352;03064-000;-23.5353437;-46.5830194
03405-000;-23.53969;-46.55275289999999;04693-000;-23.6760593;-46.6860502
03553-000;-23.5339879;-46.5054221;05726-000;-23.6195342;-46.73485609999999
03895-000;-23.5156784;-46.4786829;03242-000;-23.5971908;-46.5443367
03307-000;-23.5479038;-46.5734556;04065-000;-23.6145373;-46.65238979999999
03655-000;-23.5252385;-46.51472070000001;02315-000;-23.4598545;-46.601173
05379-000;-23.5667101;-46.75392249999999;04431-000;-23.6873693;-46.6551845
03312-000;-23.5437272;-46.5614093;04536-000;-23.5814334;-46.6812093
03821-000;-23.4890401;-46.5030656;03084-000;-23.5320092;-46.5722508
03621-000;-23.5209984;-46.52182140000001;03153-000;-23.6046349;-46.5684279
02422-000;-23.4714684;-46.6371756;04674-000;-23.665025600000003;-46.686229
02375-000;-23.4523173;-46.6254553;04191-000;-23.6434982;-46.60392299999999
03660-000;-23.522018;-46.5093531;05054-000;-23.5371847;-46.7039458
04045-000;-23.6093363;-46.63780260000001;01310-000;-23.5693989;-46.6466205
01320-000;-23.5582104;-46.6391761;04911-000;-23.6779151;-46.743051
04634-000;-23.636908;-46.6687234;03306-000;-23.5453468;-46.57555439999999
05337-000;-23.5506872;-46.7514651;04649-000;-23.6525158;-46.6714789
03409-000;-23.5473124;-46.55022020000001;05036-000;-23.5163686;-46.6905783
04186-000;-23.6444714;-46.598018;04618-000;-23.6268136;-46.67787740000001
03808-000;-23.4945771;-46.4728459;04296-000;-23.6183739;-46.6055364
03934-000;-23.590534100000006;-46.5016675;04693-000;-23.6760593;-46.6860502
02189-000;-23.5080133;-46.5689954;01258-000;-23.5419716;-46.6833904
05593-000;-23.5795587;-46.7383985;04635-000;-23.6392145;-46.6697131
03721-000;-23.504566600000004;-46.526903;04214-000;-23.5937951;-46.6017008
04524-000;-23.6074685;-46.66630929999999;08160-000;-23.5034425;-46.4112724
05640-000;-23.611903100000006;-46.7412003;01525-000;-23.5638013;-46.6347974
01151-000;-23.5307826;-46.6569873;01548-000;-23.5788647;-46.6130809
04917-000;-23.6891723;-46.74905829999999;03415-000;-23.5615529;-46.5451773
05729-000;-23.6424848;-46.74137279999999;01030-000;-23.5405841;-46.6328129
03112-000;-23.5497004;-46.5960461;05620-000;-23.5932327;-46.72265529999999
04312-000;-23.6322804;-46.6313181;02071-000;-23.5036939;-46.60940460000001
02119-000;-23.5175423;-46.58912479999999;05348-000;-23.5446377;-46.73916010000001
02152-000;-23.4919543;-46.5845717;03314-000;-23.5387326;-46.56683029999999
03126-000;-23.581913;-46.59102439999999;04144-000;-23.6183866;-46.6354633
03677-000;-23.5155771;-46.49400439999999;01419-000;-23.5699548;-46.6462049
04314-000;-23.6354999;-46.6337305;01422-000;-23.566036;-46.6586142
04054-000;-23.616044;-46.6429234;04187-000;-23.6486599;-46.59273560000001
04776-000;-23.6800642;-46.70624129999999;02436-000;-23.4781648;-46.6340228
02203-000;-23.4948753;-46.59241760000001;01326-000;-23.5527232;-46.6435752
03566-000;-23.5429352;-46.49400439999999;03113-000;-23.5621022;-46.5978592
03270-000;-23.6004604;-46.5204523;05044-000;-23.5265491;-46.694331700000006
03088-000;-23.5277432;-46.5611867;01231-000;-23.5393767;-46.6572466
03726-000;-23.5005901;-46.5133288;04331-000;-23.6542072;-46.6501245
03921-000;-23.5923018;-46.51660210000001;08431-000;-23.5341722;-46.4245894
02671-000;-23.4677562;-46.6647377;02920-000;-23.4911086;-46.7177239
03089-000;-23.5371166;-46.558232200000006;04372-000;-23.6490492;-46.6561561
02069-000;-23.5052399;-46.6132771;02210-000;-23.483131600000004;-46.5915896
03937-000;-23.5859836;-46.50101189999999;08011-000;-23.4977936;-46.4411451
03478-000;-23.5690093;-46.5145079;03572-000;-23.5728721;-46.4983075
04110-000;-23.5836331;-46.6341044;02306-000;-23.4654508;-46.6035839
03111-000;-23.5365108;-46.5988079;02440-000;-23.4754777;-46.6482824
02920-000;-23.4911086;-46.7177239;04856-000;-23.7642401;-46.694036200000006
02925-000;-23.5008851;-46.69974939999999;05638-000;-23.6060764;-46.743945
03257-000;-23.611393600000003;-46.52896610000001;05346-000;-23.5511115;-46.7401002
05351-000;-23.5587451;-46.76027029999999;04369-000;-23.6537014;-46.6646451
02474-000;-23.477487300000004;-46.6544047;04203-000;-23.5839581;-46.6077091
04362-000;-23.6422477;-46.66718;01139-000;-23.5178131;-46.6741555
05037-000;-23.5148269;-46.686229;04403-000;-23.6675761;-46.6594405
01309-000;-23.5569581;-46.65896770000001;04561-000;-23.6091526;-46.6846663
01127-000;-23.5242667;-46.64021779999999;01307-000;-23.5549068;-46.6554605
04167-000;-23.632881;-46.6125018;05726-000;-23.6195342;-46.73485609999999
02330-000;-23.4815207;-46.62194849999999;05541-000;-23.5884137;-46.74307659999999
03423-000;-23.552563600000006;-46.5430346;05363-000;-23.572941600000004;-46.74781770000001
01543-000;-23.5752538;-46.6230673;04041-000;-23.6013552;-46.6397316
03402-000;-23.542047600000004;-46.5489521;05541-000;-23.5884137;-46.74307659999999
04180-000;-23.6373767;-46.5949831;05406-000;-23.5577754;-46.6780114
01021-000;-23.5449428;-46.6323695;05847-000;-23.6533855;-46.74905829999999
04143-000;-23.6206338;-46.6331393;03057-000;-23.5422671;-46.59808870000001
05171-000;-23.4778535;-46.7479531;04006-000;-23.5777562;-46.6476041
04470-000;-23.7144974;-46.65363720000001;03448-000;-23.5527689;-46.5215264
01529-000;-23.5675926;-46.6337305;01506-000;-23.5593186;-46.6349802
05115-000;-23.5106825;-46.7520809;05338-000;-23.5555667;-46.7490585
02423-000;-23.469236;-46.63297;05004-000;-23.5331112;-46.6640762
01552-000;-23.5706894;-46.6109932;05267-000;-23.4411037;-46.7959537
03201-000;-23.6046349;-46.5684279;02802-000;-23.4879664;-46.6964938
04447-000;-23.6924917;-46.6611625;04359-000;-23.6407836;-46.6546708
03449-000;-23.5562899;-46.525423;05658-000;-23.6036433;-46.72246699999999
03633-000;-23.529278;-46.5471732;08070-000;-23.4959432;-46.45973529999999
08270-000;-23.5681771;-46.46865589999999;02403-000;-23.4945331;-46.6274206
02990-000;-23.4311006;-46.72542979999999;03582-000;-23.5539966;-46.49650399999999
08051-000;-23.5154607;-46.46421309999999;04814-000;-23.720435;-46.6741555
04164-000;-23.6255422;-46.60973120000001;04297-000;-23.6317848;-46.6046343
02152-000;-23.4919543;-46.5845717;05786-000;-23.6467713;-46.7635879
04547-000;-23.6015892;-46.67552979999999;05412-000;-23.5632688;-46.6756369
04455-000;-23.6807482;-46.67657;03225-000;-23.5840768;-46.5595184
01026-000;-23.5394056;-46.63278769999999;04736-000;-23.6490664;-46.70022210000001
05527-000;-23.598562;-46.7546177;03527-000;-23.558566;-46.5137027
02136-000;-23.498731600000006;-46.5826396;03133-000;-23.5858581;-46.5843358
04311-000;-23.633986;-46.6379525;05074-000;-23.5189742;-46.7048158
04459-000;-23.6941808;-46.6723447;03184-000;-23.568577800000003;-46.5909925
03281-000;-23.5819618;-46.5522873;03690-000;-23.527349800000003;-46.4790647
03434-000;-23.5579449;-46.5327214;05570-000;-23.6037456;-46.7937865
05563-000;-23.6038396;-46.7835269;04041-000;-23.6013552;-46.6397316
03946-000;-23.5973393;-46.4882764;03502-000;-23.5353301;-46.5407659
03515-000;-23.5381596;-46.5279816;03430-000;-23.548882100000004;-46.5385295
03311-000;-23.5477317;-46.5635172;02435-000;-23.4807722;-46.6384544
03660-000;-23.522018;-46.5093531;01425-000;-23.5725949;-46.6585203
03687-000;-23.529474800000006;-46.4876288;04412-000;-23.6726739;-46.6456344
03683-000;-23.521686;-46.4807749;01218-000;-23.531614;-46.64338129999999
02017-000;-23.5000629;-46.6302681;05458-000;-23.5503027;-46.70776770000001
02318-000;-23.4497089;-46.5873123;01222-000;-23.5430134;-46.64113099999999
02116-000;-23.522351800000006;-46.5872261;05844-000;-23.6513986;-46.7417197
02854-000;-23.4584724;-46.6974573;05171-000;-23.4778535;-46.7479531
04016-000;-23.5857094;-46.63831679999999;04941-000;-23.6974206;-46.7790973
08280-000;-23.5571559;-46.4665158;02535-000;-23.4975937;-46.65182720000001
03515-000;-23.5381596;-46.5279816;04582-000;-23.6203372;-46.68924819999999
03737-000;-23.5074858;-46.513135;02213-000;-23.4954132;-46.5872156
03471-000;-23.5683448;-46.5190613;03386-000;-23.5808192;-46.5276954
03275-000;-23.5901306;-46.5522611;04542-000;-23.588834;-46.6828144
03270-000;-23.6004604;-46.5204523;03567-000;-23.5408124;-46.4861866
03188-000;-23.5622355;-46.5773106;02992-000;-23.4518799;-46.730604
03077-000;-23.5318311;-46.58030520000001;04542-000;-23.588834;-46.6828144
02557-000;-23.4991307;-46.6735519;02079-000;-23.4993877;-46.6034914
04883-000;-23.8098035;-46.7357609;03059-000;-23.5386881;-46.5915304
04776-000;-23.6800642;-46.70624129999999;03057-000;-23.5422671;-46.59808870000001
02808-000;-23.4697454;-46.7013179;02220-000;-23.4923468;-46.581895
04240-000;-23.6205328;-46.5853961;04543-000;-23.5901692;-46.68049370000001
03402-000;-23.542047600000004;-46.5489521;01411-000;-23.5637295;-46.6638953
03905-000;-23.5789139;-46.5144605;04844-000;-23.7495753;-46.7031368
03682-000;-23.519291100000004;-46.4808923;01516-000;-23.5567555;-46.6203043
02532-000;-23.4966587;-46.6596646;05842-000;-23.6513986;-46.7417197
03654-000;-23.5250428;-46.5177318;03346-000;-23.5599918;-46.5724255
08265-000;-23.5723919;-46.45232470000001;05767-000;-23.6283266;-46.7606804
05303-000;-23.5286727;-46.7297698;05021-000;-23.5326785;-46.6844178
04918-000;-23.689047100000003;-46.7418047;05015-000;-23.5377345;-46.67189219999999
03573-000;-23.5569554;-46.5118167;02260-000;-23.4708897;-46.5802801
04821-000;-23.7261738;-46.6838141;01239-000;-23.5472361;-46.6537963
04106-000;-23.5805454;-46.6339889;04564-000;-23.612962300000003;-46.6856253
04890-000;-23.8188252;-46.7304626;04050-000;-23.6070652;-46.6426531
02072-000;-23.4999826;-46.6110152;05615-000;-23.5889181;-46.7176244
04753-000;-23.651162;-46.7090565;04582-000;-23.6203372;-46.68924819999999
05763-000;-23.6431842;-46.7619836;04202-000;-23.5798832;-46.6061602
02017-000;-23.5000629;-46.6302681;01309-000;-23.5569581;-46.65896770000001
01543-000;-23.5752538;-46.6230673;02282-000;-23.4398356;-46.56562520000001
02227-000;-23.479626100000004;-46.5722508;04363-000;-23.6482796;-46.669374
01512-000;-23.5539527;-46.6311295;04066-000;-23.6109183;-46.6488314
04113-000;-23.5842921;-46.62654860000001;02019-000;-23.4984698;-46.6285805
02350-000;-23.4585273;-46.61990429999999;05541-000;-23.5884137;-46.74307659999999
05376-000;-23.5773687;-46.7651721;04619-000;-23.6201624;-46.67944910000001
08161-000;-23.5014931;-46.41515829999999;04376-000;-23.6577503;-46.6566541
02721-000;-23.4714594;-46.6665266;01046-000;-23.546314;-46.64368289999999
04776-000;-23.6800642;-46.70624129999999;05055-000;-23.5336702;-46.7027253
05049-000;-23.526771;-46.70070070000001;04042-000;-23.6025765;-46.6380467
03316-000;-23.5430556;-46.56689;04367-000;-23.6518828;-46.6652287
08320-000;-23.6244728;-46.4758366;04417-000;-23.6788078;-46.6349367
01549-000;-23.5752973;-46.6159858;01239-000;-23.5472361;-46.6537963
03476-000;-23.5722844;-46.5142096;05420-000;-23.564739000000007;-46.6906267
04313-000;-23.6395034;-46.6404461;02013-000;-23.5025718;-46.6273021
05041-000;-23.523901100000003;-46.69513629999999;02247-000;-23.4894914;-46.6004466
02330-000;-23.4815207;-46.62194849999999;01327-000;-23.5533104;-46.64694220000001
02350-000;-23.4585273;-46.61990429999999;03451-000;-23.5643785;-46.5138065
08021-000;-23.4977936;-46.4411451;04078-000;-23.6061529;-46.6590677
05116-000;-23.5122465;-46.7472719;03088-000;-23.5277432;-46.5611867
02069-000;-23.5052399;-46.6132771;03573-000;-23.5569554;-46.5118167
05351-000;-23.5587451;-46.76027029999999;01232-000;-23.536534;-46.65592279999999
04144-000;-23.6183866;-46.6354633;05442-000;-23.5431214;-46.69833879999999
02737-000;-23.4889928;-46.6892778;03336-000;-23.5541189;-46.5606477
03733-000;-23.5116736;-46.52692649999999;04671-000;-23.653649100000006;-46.68456610000001
03515-000;-23.5381596;-46.5279816;02802-000;-23.4879664;-46.6964938
08331-000;-23.6104872;-46.4724283;04929-000;-23.6971489;-46.76002080000001
02404-000;-23.4914859;-46.6293998;05707-000;-23.635485;-46.72488380000001
01543-000;-23.5752538;-46.6230673;02808-000;-23.4697454;-46.7013179
04846-000;-23.7570314;-46.67657;01041-000;-23.5434763;-46.6402144
03378-000;-23.570835;-46.54151969999999;02410-000;-23.4758677;-46.6236506
05639-000;-23.6091;-46.7399915;04809-000;-23.7159508;-46.69755749999999
04805-000;-23.7153858;-46.7025329;02013-000;-23.5025718;-46.6273021
02417-000;-23.4981763;-46.6261221;04125-000;-23.6000766;-46.6217146
05869-000;-23.6776087;-46.7806285;04560-000;-23.614009600000006;-46.68356710000001
04054-000;-23.616044;-46.6429234;04288-000;-23.6113478;-46.6137321
05376-000;-23.5773687;-46.7651721;03349-000;-23.5665625;-46.5617682
04846-000;-23.7570314;-46.67657;02174-000;-23.5230102;-46.57237410000001
02441-000;-23.4722266;-46.6402575;04006-000;-23.5777562;-46.6476041
02227-000;-23.479626100000004;-46.5722508;04082-000;-23.6101113;-46.6637799
08220-000;-23.5367422;-46.46762400000001;05842-000;-23.6513986;-46.7417197
08370-000;-23.5882108;-46.4344996;05047-000;-23.5260184;-46.69521870000001
03324-000;-23.5492244;-46.56804279999999;05634-000;-23.605718300000003;-46.7373273
03476-000;-23.5722844;-46.5142096;04943-000;-23.7029886;-46.7850719
03821-000;-23.4890401;-46.5030656;02435-000;-23.4807722;-46.6384544
03424-000;-23.5506361;-46.54085900000001;04812-000;-23.7185026;-46.6917771
04251-000;-23.6255241;-46.5985562;01135-000;-23.5232514;-46.6528609
04024-000;-23.5940537;-46.6436016;02435-000;-23.4807722;-46.6384544
04854-000;-23.7676385;-46.694887;05020-000;-23.5336737;-46.6832955
03316-000;-23.5430556;-46.56689;05563-000;-23.6038396;-46.7835269
03874-000;-23.5118682;-46.49559470000001;03816-000;-23.4869358;-46.4885919
03313-000;-23.5492299;-46.5583982;02035-000;-23.5039521;-46.6213446
03907-000;-23.5866153;-46.5077454;05083-000;-23.5328945;-46.7168615
03081-000;-23.5340347;-46.5746603;03342-000;-23.5613847;-46.5608647
02201-000;-23.4855348;-46.5922002;03204-000;-23.595589;-46.5565743
04363-000;-23.6482796;-46.669374;04134-000;-23.6083611;-46.6219005
02462-000;-23.4930619;-46.6403985;04141-000;-23.608222100000006;-46.6291009
05055-000;-23.5336702;-46.7027253;01141-000;-23.5693989;-46.6466205
08220-000;-23.5367422;-46.46762400000001;01138-000;-23.5220315;-46.6552394
03257-000;-23.611393600000003;-46.52896610000001;02844-000;-23.473835600000005;-46.688163
04308-000;-23.635409;-46.6413472;02256-000;-23.4754203;-46.58719
03940-000;-23.5915802;-46.4999995;01415-000;-23.5534628;-46.65831379999999
04853-000;-23.769178;-46.6795727;03810-000;-23.4866223;-46.4787744
04846-000;-23.7570314;-46.67657;01411-000;-23.5637295;-46.6638953
03633-000;-23.529278;-46.5471732;03333-000;-23.5552839;-46.5736133
04459-000;-23.6941808;-46.6723447;01532-000;-23.5699585;-46.63577739999999
05729-000;-23.6424848;-46.74137279999999;04004-000;-23.5739016;-46.6466636
05864-000;-23.6585057;-46.7600597;02402-000;-23.4981575;-46.62575589999999
05798-000;-23.656881100000003;-46.7678014;05019-000;-23.5333315;-46.6812918
04904-000;-23.6702544;-46.7355044;03877-000;-23.5108774;-46.4918538
02218-000;-23.486616100000006;-46.5846633;05010-000;-23.5381495;-46.6752459
03613-000;-23.5183223;-46.5340162;05420-000;-23.564739000000007;-46.6906267
08295-000;-23.5472912;-46.45012020000001;03320-000;-23.5462729;-46.5641488
01238-000;-23.5435578;-46.6567873;04021-000;-23.5937469;-46.641518
05330-000;-23.5432281;-46.7500461;01232-000;-23.536534;-46.65592279999999
04069-000;-23.6254052;-46.64534219999999;05628-000;-23.5983247;-46.731041
04016-000;-23.5857094;-46.63831679999999;01234-000;-23.545074;-46.56876920000001
01022-000;-23.5448448;-46.6334325;04143-000;-23.6206338;-46.6331393
02405-000;-23.4883018;-46.6329228;04533-000;-23.5826376;-46.6740697
03139-000;-23.586177;-46.5896669;04154-000;-23.6286433;-46.62209910000001
03542-000;-23.5299443;-46.51494659999999;05317-000;-23.540429;-46.7326036
01508-000;-23.5615532;-46.63584609999999;02611-000;-23.4714594;-46.6665266
08062-000;-23.5085486;-46.4734814;03261-000;-23.5848114;-46.5511723
04904-000;-23.6702544;-46.7355044;03509-000;-23.5340572;-46.5301028
04846-000;-23.7570314;-46.67657;04344-000;-23.6343087;-46.6443228
03937-000;-23.5859836;-46.50101189999999;04547-000;-23.6015892;-46.67552979999999
03905-000;-23.5789139;-46.5144605;05083-000;-23.5328945;-46.7168615
03623-000;-23.518981;-46.5170641;04568-000;-23.612366100000006;-46.6875304
03132-000;-23.5858581;-46.5843358;01531-000;-23.5715228;-46.6313181
04727-000;-23.6415701;-46.71451889999999;05433-000;-23.5538359;-46.6904554
04475-000;-23.6981526;-46.6407805;03647-000;-23.526272100000003;-46.52832120000001
01426-000;-23.5647685;-46.66693490000001;03333-000;-23.5552839;-46.5736133
05330-000;-23.5432281;-46.7500461;08280-000;-23.5571559;-46.4665158
03319-000;-23.5451718;-46.5640365;04209-000;-23.5829049;-46.6008295
03280-000;-23.5847646;-46.53667009999999;05415-000;-23.5650402;-46.6809885
03690-000;-23.527349800000003;-46.4790647;04028-000;-23.6115177;-46.6695031
03122-000;-23.568577800000003;-46.5909925;01156-000;-23.5281029;-46.6662922
01238-000;-23.5435578;-46.6567873;05162-000;-23.4796698;-46.7562396
04833-000;-23.7383177;-46.70028920000001;05541-000;-23.5884137;-46.74307659999999
04661-000;-23.657746600000007;-46.6789846;04101-000;-23.5741677;-46.6404123
03737-000;-23.5074858;-46.513135;03171-000;-23.5497004;-46.5960461
02464-000;-23.4960923;-46.6433531;03735-000;-23.5088603;-46.51898660000001
08021-000;-23.4977936;-46.4411451;08220-000;-23.5367422;-46.46762400000001
05542-000;-23.5867992;-46.7503093;01530-000;-23.5694946;-46.6308205
03607-000;-23.5206304;-46.5440289;04760-000;-23.6654742;-46.71220719999999
03125-000;-23.5704815;-46.5876009;08050-000;-23.5041393;-46.4467791
01306-000;-23.5511552;-46.6482073;01308-000;-23.5564347;-46.6530153
04816-000;-23.7052401;-46.68550140000001;04447-000;-23.6924917;-46.6611625
04776-000;-23.6800642;-46.70624129999999;05027-000;-23.5337238;-46.6929631
08151-000;-23.5076249;-46.4044739;02402-000;-23.4981575;-46.62575589999999
03581-000;-23.552807;-46.4975467;01333-000;-23.558284;-46.65627360000001
04042-000;-23.6025765;-46.6380467;04777-000;-23.6922175;-46.6958899
02225-000;-23.4923468;-46.581895;03275-000;-23.5901306;-46.5522611
08042-000;-23.508967;-46.4389261;04002-000;-23.569676;-46.6481209
05711-000;-23.6110419;-46.7445093;04715-000;-23.6367564;-46.6928862
03225-000;-23.5840768;-46.5595184;02055-000;-23.5143654;-46.60759609999999
08032-000;-23.5151618;-46.42423410000001;01308-000;-23.5564347;-46.6530153
08062-000;-23.5085486;-46.4734814;05308-000;-23.5268271;-46.7418047
03460-000;-23.5667;-46.5145193;03735-000;-23.5088603;-46.51898660000001
01306-000;-23.5511552;-46.6482073;02937-000;-23.4828877;-46.7205547
04142-000;-23.610857;-46.63762360000001;08050-000;-23.5041393;-46.4467791
08295-000;-23.5472912;-46.45012020000001;05331-000;-23.5453359;-46.7497701
05407-000;-23.5561471;-46.67921940000001;05417-000;-23.564576100000004;-46.6867796
03275-000;-23.5901306;-46.5522611;05726-000;-23.6195342;-46.73485609999999
05140-000;-23.4907962;-46.7254881;04531-000;-23.5810457;-46.6756578
05778-000;-23.6418031;-46.74865629999999;05572-000;-23.5960753;-46.7956268
01512-000;-23.5539527;-46.6311295;04205-000;-23.5810908;-46.6059157
02234-000;-23.4799831;-46.5698414;03631-000;-23.5311837;-46.5494408
08081-000;-23.4878708;-46.4210773;08120-000;-23.5002972;-46.3936691
01552-000;-23.5706894;-46.6109932;02436-000;-23.4781648;-46.6340228
08240-000;-23.526461;-46.4455459;03070-000;-23.5373909;-46.5639316
