username,date,year,month,day,hour,minute,second,text,text_clean
BenitoSalomao,2018-09-09 18:16:26-07:00,2018,9,9,18,16,26,RT @TwitterBrasil: Acompanhe aqui 👇🏽 tudo o que está acontecendo no debate presidencial de hoje #GazetaEstadaoJP   https://t.co/fN4P4IAPiB,@twitterbrasil : acompanhar 👇 🏽 o acontecer o debater presidencial gazetaestadaojp https://t.co/fn4p4iapib
AleBlackmore,2018-09-09 18:16:27-07:00,2018,9,9,18,16,27,RT @LoideSanches: @AleBlackmore @jairbolsonaro @SaoBlack2 Começou agora o debate na TV Gazeta dos presidenciáveis!,@loidesanches : @aleblackmore @jairbolsonaro @saoblack2 começar o debater o tv gazeta presidenciáveis !
heisenboff,2018-09-09 18:16:27-07:00,2018,9,9,18,16,27,"o brasileiro sofre com futebol e logo depois já tem debate político em pleno domingo 

não da pra ter paz",o brasileiro sofrer futebol e debater político pleno domingo pra paz
ArrudaBastos,2018-09-09 18:16:27-07:00,2018,9,9,18,16,27,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
CienciaEspirito,2018-09-09 18:16:27-07:00,2018,9,9,18,16,27,"RT @veramagalhaes: É hoje, às 18h, o debate #GazetaEstadaoJP com os presidenciáveis. Você pode assisti-lo na TV Gazeta e nas plataformas de…","@veramagalhaes : , s 18h , o debater gazetaestadaojp o presidenciáveis . assistir - o o tv gazeta e o plataforma …"
marcioTAQUARAL,2018-09-09 18:16:28-07:00,2018,9,9,18,16,28,"RT @zoreio: O Alckmin falar que ajudou Santas Casas é de foder. Vcs tão ligados que a de Sampa faliu na gestão dele, né?

Debate  #GazetaEs…","@zoreio : o alckmin falar ajudar santo casar foder . vcs ligar o sampa falir o gestão d , né ? debater gazetaes …"
Simoneassi1,2018-09-09 18:16:28-07:00,2018,9,9,18,16,28,"""Acompanhe o debate transmitido pela TV Gazeta""  https://t.co/7IT1hFvEBX",""" acompanhar o debater transmitir pelar tv gazeta "" https://t.co/7it1hfvebx"
Mari_rainbow13,2018-09-09 18:16:29-07:00,2018,9,9,18,16,29,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
NoTTGabriel,2018-09-09 18:16:29-07:00,2018,9,9,18,16,29,"Falando sério, Porque o Amoedo não esta no debate da Gazeta e o Cabo Daciolo foi convidado?","falar sério , o amoedar o debater gazeta e o cabo daciolo convidar ?"
MariaFeistauer,2018-09-09 18:16:29-07:00,2018,9,9,18,16,29,RT @gustavoramos: Cadê o @joaoamoedonovo do @partidonovo30? #JoãoNaTVGazeta #JoãoNosDebates https://t.co/DnbnsPNnaI,@gustavoramos : cadê o @joaoamoedonovo @partidonovo30 ? joãonatvgazeta joãonosdebates https://t.co/dnbnspnnai
rickvittorino,2018-09-09 18:16:30-07:00,2018,9,9,18,16,30,Só o Boulos pra animar esse debate ❤️❤️ #GazetaEstadaoJP,só o boulos pra animar debater ❤ ️ ❤ ️ gazetaestadaojp
lanacr_,2018-09-09 18:16:30-07:00,2018,9,9,18,16,30,queria assistir esse debate mas a internet tá um cuuuuuuuuuuu,querer assistir debater o internet tá cuuuuuuuuuuu
raphaelsmuniz,2018-09-09 18:16:30-07:00,2018,9,9,18,16,30,@cmerigo tá tudo errado nesse debate,@cmerigo tá errar n debater
falacomcaio,2018-09-09 18:16:31-07:00,2018,9,9,18,16,31,RT @legadaodamassa: ESSE PROVAVELMENTE É O DEBATE MAIS FLOPADO DA HISTORIA,@legadaodamassa : provavelmente o debater flopado historiar
_miguelclark,2018-09-09 18:16:32-07:00,2018,9,9,18,16,32,boulos acordando os idosos no debate ai,boulos acordar o idoso o debater ai
xaropitxo,2018-09-09 18:16:32-07:00,2018,9,9,18,16,32,RT @brenafs: @cirogomes focando na educação no debate da #GazetaEstadaoJP Educação tem que ser a protagonista #Ciro12,@brenafs : @cirogomes focar o educação o debater gazetaestadaojp educação o protagonista ciro12
leoarteiro,2018-09-09 18:16:32-07:00,2018,9,9,18,16,32,"#gazetaestadaojp debate sem @joaoamoedonovo  cadê a democracia?? Cresceu nas pesquisas, estão boicotando","gazetaestadaojp debater @joaoamoedonovo cadê o democracia ? ? crescer o pesquisar , boicotar"
oileopoldino,2018-09-09 18:16:33-07:00,2018,9,9,18,16,33,"RT @MarinaSilva: Hoje é dia do terceiro debate presidencial, organizado pela TV Gazeta, Estadão, Jovem Pan e o Twitter. Acompanhem, a parti…","@marinasilva : terceirar debater presidencial , organizar pelar tv gazeta , estadão , jovem pan e o twitter . acompanhar , o …"
FagnerMattos,2018-09-09 18:16:34-07:00,2018,9,9,18,16,34,"RT @Estadao: Presidenciáveis participam do debate #GazetaEstadaoJP; acompanhe os bastidores em https://t.co/3xJCbWSFJI #eleicoes2018

https…",@estadao : presidenciáveis participar debater gazetaestadaojp ; acompanhar o bastidor https://t.co/3xjcbwsfji eleicoes2018 https …
bbcbrasil,2018-09-09 18:16:34-07:00,2018,9,9,18,16,34,"Após mais de 10 minutos de debate, esta é a primeira vez que Guilherme Boulos (PSOL) usa a palavra, numa pergunta de Álvaro Dias (Pode).","10 minuto debater , o guilherme boulos ( psol ) o palavra , perguntar álvaro ( ) ."
O_Rockstar,2018-09-09 18:16:34-07:00,2018,9,9,18,16,34,"Esses modelos de debate são muito escrotos, vide a estratégia do Alckmin. Ele faz uma pergunta x, caga pra resposta… https://t.co/wn8KDWUALN","modelo debater escroto , vidar o estratégia alckmin . umar perguntar x , cagar pra respostar … https://t.co/wn8kdwualn"
VabioAlves,2018-09-09 18:16:34-07:00,2018,9,9,18,16,34,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
thegesf,2018-09-09 18:16:35-07:00,2018,9,9,18,16,35,RT @MemeeVida: Queria a Palmirinha como mediadora do debate #GazetaEstadaoJP https://t.co/vnsG4yVuas,@memeevida : querer o palmirinha comer mediador debater gazetaestadaojp https://t.co/vnsg4yvuas
fepiovezam,2018-09-09 18:16:35-07:00,2018,9,9,18,16,35,Piadinha sem graça do @alvarodias_. Uau! Então ele é de centro? Só se for no debate #GazetaEstadaoJP,piada graça @alvarodias_. uau ! centrar ? só o debater gazetaestadaojp
MarcusdeJesus,2018-09-09 18:16:36-07:00,2018,9,9,18,16,36,Ao vivo Debate da TV Gazeta confronto entre candidatos à Presidência https://t.co/t7UHmGuD18,o o viver debater tv gazeta confrontar entrar candidato presidência https://t.co/t7uhmgud18
WeslleyPSantos_,2018-09-09 18:16:36-07:00,2018,9,9,18,16,36,Debate sem o Bolsonaro é audiência cortada pela metade,debater o bolsonaro audiência cortar pelar
gugagsantos,2018-09-09 18:16:36-07:00,2018,9,9,18,16,36,RT @tvgazetaoficial: O debate #GazetaEstadaoJP começa agora! Assista na TV ou por aqui: https://t.co/YtPHPeFIPO.,@tvgazetaoficial : o debater gazetaestadaojp comedir ! assistir o tv : https://t.co/ytphpefipo .
AlexandreDouvan,2018-09-09 18:16:37-07:00,2018,9,9,18,16,37,#GazetaEstadaoJP é o pior debate para se assistir online que eu já vi,gazetaestadaojp o debater parir assistir online vir
__prianti,2018-09-09 18:16:37-07:00,2018,9,9,18,16,37,"Jair Bolsonaro, que está no hospital, sendo mais falado que o Guilherme Bolas que está no debate... #GazetaEstadaoJP","jair bolsonaro , o hospital , falar o guilherme bolar o debater ... gazetaestadaojp"
KARL_DAVID_2010,2018-09-09 18:16:37-07:00,2018,9,9,18,16,37,"RT @iagoIV: debate sem o Jair não tem graça, só político padrão, falando a mesma groselha de toda eleição, o máximo ali é um Daciolo pra ge…","@iagoiv : debater o jair graça , só político padrão , falar o groselha eleição , o daciolo pra ge …"
cydlos,2018-09-09 18:16:37-07:00,2018,9,9,18,16,37,"o que é ""debate"" num país com as dimensões do brasil? o que é ""debate"" num país que não tem controle nenhum sobre l… https://t.co/zkluyP5eIi","o "" debater "" país o dimensão brasil ? o "" debater "" país controlo nenhum sobrar l … https://t.co/zkluyp5eii"
Yaholy,2018-09-09 18:16:37-07:00,2018,9,9,18,16,37,Tinha me programado pra um debate as 19:00 e não as 18:00 😏,programar pra debater o 19:00 e o 18:00 😏
DjBellini30,2018-09-09 18:16:38-07:00,2018,9,9,18,16,38,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
newtovisky,2018-09-09 18:16:38-07:00,2018,9,9,18,16,38,E esse debate entre presidenciáveis,e debater entrar presidenciáveis
jr_smota,2018-09-09 18:16:38-07:00,2018,9,9,18,16,38,Esse debate da gazenta parece ta acontecendo num porao #GazetaEstadaoJP,debater gazenta parecer ta acontecer porao gazetaestadaojp
corradi_cp,2018-09-09 18:16:39-07:00,2018,9,9,18,16,39,Ninguém liga se não tiver o @jairbolsonaro,ninguém ligar o @jairbolsonaro
amandamullerbr,2018-09-09 18:16:39-07:00,2018,9,9,18,16,39,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
natflixxx,2018-09-09 18:16:39-07:00,2018,9,9,18,16,39,RT @Estadao: Neste domingo ocorre o debate #GazetaEstadaoJP entre candidatos à Presidência e você pode acompanhar tudo aqui no @Estadao htt…,@estadao : n domingo ocorrer o debater gazetaestadaojp entrar candidato presidência e acompanhar o @estadao htt …
bdialenhalenha,2018-09-09 18:16:39-07:00,2018,9,9,18,16,39,RT @legadaodamassa: ESSE PROVAVELMENTE É O DEBATE MAIS FLOPADO DA HISTORIA,@legadaodamassa : provavelmente o debater flopado historiar
CellyMattos1,2018-09-09 18:16:40-07:00,2018,9,9,18,16,40,"RT @alvarodias_: Já começou o debate na TV Gazeta.
Assista aqui: https://t.co/barm4k6I85",@alvarodias _ : começar o debater o tv gazeta . assistir : https://t.co/barm4k6i85
Zaga_Silos,2018-09-09 18:16:40-07:00,2018,9,9,18,16,40,RT @Val_Ce1: @geraldoalckmin  Tem meu voto #AlckminPresidente https://t.co/1gz4DH5dU0,@val_ce1 : @geraldoalckmin votar alckminpresidente https://t.co/1gz4dh5du0
lequinhoma,2018-09-09 18:16:42-07:00,2018,9,9,18,16,42,"RT @bbcbrasil: Logo mais, às 18h,  acompanharemos o debate presidencial promovido pela TV Gazeta (SP) e pelo jornal O Estado de S. Paulo.","@bbcbrasil : , s 18h , acompanhar o debater presidencial promover pelar tv gazeta ( sp ) e pelar jornal o s. paulo ."
celesttes64,2018-09-09 18:16:42-07:00,2018,9,9,18,16,42,RT @EstadaoPolitica: Presidenciáveis participam do debate #GazetaEstadaoJP https://t.co/u9uv2C3dBy,@estadaopolitica : presidenciáveis participar debater gazetaestadaojp https://t.co/u9uv2c3dby
xaropitxo,2018-09-09 18:16:42-07:00,2018,9,9,18,16,42,"RT @SirinAlexandre: Alckmin, Meirelles e Álvaro Dias nem deveriam estar ai. Parte mais chata do debate #GazetaEstadaoJP
#ciro12","@sirinalexandre : alckmin , meirelles e álvaro dever ai . chato debater gazetaestadaojp ciro12"
srzsasz,2018-09-09 18:16:43-07:00,2018,9,9,18,16,43,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
jpfotoepoesia,2018-09-09 18:16:44-07:00,2018,9,9,18,16,44,RT @psol50: Quem aí tá ansioso para mais um show de @GuilhermeBoulos contra os 50 tons de Temer hoje no debate #GazetaEstadaoJP? É a partir…,@psol50 : tá ansioso parir show @guilhermeboulos o 50 tom temer o debater gazetaestadaojp ? o …
IoneVeloso1,2018-09-09 18:16:43-07:00,2018,9,9,18,16,43,RT @TwitterBrasil: Acompanhe aqui 👇🏽 tudo o que está acontecendo no debate presidencial de hoje #GazetaEstadaoJP   https://t.co/fN4P4IAPiB,@twitterbrasil : acompanhar 👇 🏽 o acontecer o debater presidencial gazetaestadaojp https://t.co/fn4p4iapib
idfelipe,2018-09-09 18:16:44-07:00,2018,9,9,18,16,44,@geraldoalckmin Se concentra no debate e sai do celular senhor candidato.,@geraldoalckmin concentrar o debater e sair celular senhor candidatar .
ThiagoKhan3,2018-09-09 18:16:44-07:00,2018,9,9,18,16,44,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
xaropitxo,2018-09-09 18:16:45-07:00,2018,9,9,18,16,45,"RT @thiagoscassian1: Qm quiser ver o debate presidencial aqui o link

https://t.co/yBCh8TW9mC

#ciro12",@thiagoscassian1 : qm querer o debater presidencial o link https://t.co/ybch8tw9mc ciro12
DuroLocus,2018-09-09 18:16:45-07:00,2018,9,9,18,16,45,"Nem centro vai ter agora no debate, é esquerda esquerda e esquerda","centrar o debater , esquerdo esquerdo e esquerdo"
joaolukascc,2018-09-09 18:16:45-07:00,2018,9,9,18,16,45,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
mandalaself,2018-09-09 18:16:45-07:00,2018,9,9,18,16,45,RT @MemeeVida: Queria a Palmirinha como mediadora do debate #GazetaEstadaoJP https://t.co/vnsG4yVuas,@memeevida : querer o palmirinha comer mediador debater gazetaestadaojp https://t.co/vnsg4yvuas
_YuriRodrigues,2018-09-09 18:16:46-07:00,2018,9,9,18,16,46,RT @tvgazetaoficial: O debate #GazetaEstadaoJP começa agora! Assista na TV ou por aqui: https://t.co/YtPHPeFIPO.,@tvgazetaoficial : o debater gazetaestadaojp comedir ! assistir o tv : https://t.co/ytphpefipo .
ritaleeparanoic,2018-09-09 18:16:46-07:00,2018,9,9,18,16,46,"RT @huffpostbrasil: O candidato @GuilhermeBoulos já chegou: ""Só perde a democracia quando o debate é substituído pela bala, pela agressão.…","@huffpostbrasil : o candidatar @guilhermeboulos chegar : "" só perder o democracia o debater substituir pelar balir , pelar agressão . …"
AlbertoLage,2018-09-09 18:16:47-07:00,2018,9,9,18,16,47,RT @Azul84: Mais uma vez não há dúvida que que o candidato Alvaro Dias sustenta o terno mais feio do debate.,@azul84 : umar haver o candidatar alvaro sustentar o terno feio debater .
DiasAuro,2018-09-09 18:16:47-07:00,2018,9,9,18,16,47,"RT @Ricamconsult: Hoje à noite, teremos o debate presidencial mais esvaziado da História. Lula na prisão, Bolsonaro no hospital, Daciolo de…","@ricamconsult : , o debater presidencial esvaziar história . lula o prisão , bolsonaro o hospital , daciolo …"
danielfonfer,2018-09-09 18:16:47-07:00,2018,9,9,18,16,47,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
xaropitxo,2018-09-09 18:16:47-07:00,2018,9,9,18,16,47,RT @coveirolima: Acompanhando o debate #GazetaEstadaoJP #Ciro12,@coveirolima : acompanhar o debater gazetaestadaojp ciro12
JorVitorRibeiro,2018-09-09 18:16:47-07:00,2018,9,9,18,16,47,"Ciro é o mais preparado. 
Dando um show no debate da #GazetaEstadaoJP",ciro o preparar . show o debater gazetaestadaojp
arlloncb,2018-09-09 18:16:48-07:00,2018,9,9,18,16,48,RT @legadaodamassa: ESSE PROVAVELMENTE É O DEBATE MAIS FLOPADO DA HISTORIA,@legadaodamassa : provavelmente o debater flopado historiar
powerbish,2018-09-09 18:16:48-07:00,2018,9,9,18,16,48,domingo e eu to assistindo debate auge demais,domingo e to assistir debater auge
Ltcsmiranda,2018-09-09 18:16:48-07:00,2018,9,9,18,16,48,"pra quem precisar de um link pra assistir ao debate:
https://t.co/kaZmZzgzxE",pra precisar link pra assistir o o debater : https://t.co/kazmzzgzxe
SarahLoureiro,2018-09-09 18:16:49-07:00,2018,9,9,18,16,49,"RT @elpais_brasil: Acompanhe o minuto a minuto do debate, que começa agora. É a primeira vez que os candidatos à Presidência se encontram a…","@elpais_brasil : acompanhar o minutar o minutar debater , comedir . o o candidato presidência encontrar o …"
Clau1Araujo,2018-09-09 18:16:51-07:00,2018,9,9,18,16,51,RT @WenesonDesigner: Ciro o mais competente desse debate 👏👏,@wenesondesigner : ciro o competente d debater 👏 👏
GeraldoSiFi30,2018-09-09 18:16:51-07:00,2018,9,9,18,16,51,"RT @elpais_brasil: ""Nós estamos num debate que faltam duas candidaturas. Uma por impedimento judicial e outra porque está no hospital. A vi…","@elpais_brasil : "" nó debater faltar candidatura . umar impedimento judicial e o hospital . o vir …"
danielolicav,2018-09-09 18:16:51-07:00,2018,9,9,18,16,51,"Cadê mudança nesse debate? Só vejo as mesmas promessas, cadê o NOVO, pq não convidam @joaoamoedonovo do… https://t.co/youRH61g8X","cadê mudança n debater ? só o promessa , cadê o , pq convidar @joaoamoedonovo … https://t.co/yourh61g8x"
acessonegado0,2018-09-09 18:16:51-07:00,2018,9,9,18,16,51,Se o Boulos repetir a piadas do 50 tons de Temer nesse debate eu quebro a TV #GazetaEstadaoJP,o boulos repetir o piar 50 tom temer n debater quebrar o tv gazetaestadaojp
ferreirallvia,2018-09-09 18:16:51-07:00,2018,9,9,18,16,51,caralho?????Eu só vi 4 eps dessa série ent n vi nada disso aaa chocada,caralho?????eu só vir 4 eps d série ent n vir nado d aaa chocar
IsmaelxLucas,2018-09-09 18:16:51-07:00,2018,9,9,18,16,51,confesso que tô com preguiça de assistir esse debate #DebateGazetaEstadaoJP,confessar tô preguiçar assistir debater debategazetaestadaojp
jmath1983,2018-09-09 18:16:51-07:00,2018,9,9,18,16,51,"O Ciro é gênio cara, cirúrgico ao falar no debate. #Ciro12","o ciro gênio caro , cirúrgico o o falar o debater . ciro12"
F4beo,2018-09-09 18:16:52-07:00,2018,9,9,18,16,52,"bolsonaro fara bastante falta ao debate, nao poderemos mais ouvir suas respostas que em nada tem a ver com a pergunta hj","bolsonaro farar falto o o debater , nao ouvir suar respostar nado o o perguntar hj"
whynaju,2018-09-09 18:16:53-07:00,2018,9,9,18,16,53,não creio q estou vendo debate oq está acontecendo cmg,crer q debater oq acontecer cmg
rmartins27,2018-09-09 18:16:53-07:00,2018,9,9,18,16,53,#GazetaEstadaoJP O candidato Cabo Daciolo não desceu do monte ou não quis ir ao debate?,gazetaestadaojp o candidatar cabo daciolo descer montar querer o o debater ?
ngieme,2018-09-09 18:16:54-07:00,2018,9,9,18,16,54,"RT @congemfoco: Em debate presidencial, @meirelles questionou @geraldoalckmin sobre seu programa de TV atacar Bolsonaro enquanto este ainda…","@congemfoco : debater presidencial , @meirelles questionar @geraldoalckmin sobrar programar tv atacar bolsonaro …"
Natzk_,2018-09-09 18:16:54-07:00,2018,9,9,18,16,54,"Tá de brinks que o Daciolo não foi no debate pq foi jejuar no monte 
pqp https://t.co/DG9EddP4in",tá brinks o daciolo o debater pq jejuar o montar pqp https://t.co/dg9eddp4in
lovercupcake69,2018-09-09 18:16:55-07:00,2018,9,9,18,16,55,"RT @MomentsBrasil: ⚡️ A morte de Mr. Catra
⚡️ O debate entre os presidenciáveis 
⚡️ O estado de saúde de Bolsonaro
e mais - tudo o que você…",@momentsbrasil : ⚡ ️ o morte mr . catra ⚡ ️ o debater entrar o presidenciáveis ⚡ ️ o saudar bolsonaro e - o …
ohhtreasure,2018-09-09 18:16:55-07:00,2018,9,9,18,16,55,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
mschieck,2018-09-09 18:16:55-07:00,2018,9,9,18,16,55,RT @EstadaoPolitica: Presidenciáveis participam do debate #GazetaEstadaoJP https://t.co/u9uv2C3dBy,@estadaopolitica : presidenciáveis participar debater gazetaestadaojp https://t.co/u9uv2c3dby
valgooner,2018-09-09 18:16:56-07:00,2018,9,9,18,16,56,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
leilarcosta,2018-09-09 18:16:57-07:00,2018,9,9,18,16,57,"RT @TwitterGov: ⚡️Acontecendo agora: o debate entre os candidatos à Presidência do Brasil AO VIVO no Twitter.🇧🇷   

Participe das conversas…",@twittergov : ⚡ ️acontecendo : o debater entrar o candidato presidência brasil o o viver o twitter . 🇧 🇷 participar converso …
bmendes,2018-09-09 18:16:57-07:00,2018,9,9,18,16,57,RT @tvgazetaoficial: O debate #GazetaEstadaoJP começa agora! Assista na TV ou por aqui: https://t.co/YtPHPeFIPO.,@tvgazetaoficial : o debater gazetaestadaojp comedir ! assistir o tv : https://t.co/ytphpefipo .
LauraWXavier,2018-09-09 18:16:57-07:00,2018,9,9,18,16,57,"RT @MarinaEduardo18: ""Nós estamos num debate em que faltam duas candidaturas: uma por questão judicial e outro, que está hospitalizado"", di…","@marinaeduardo18 : "" nó debater faltar candidatura : umar judicial e , hospitalizar "" , di …"
jao_parana,2018-09-09 18:16:57-07:00,2018,9,9,18,16,57,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
gbrmarcos,2018-09-09 18:16:58-07:00,2018,9,9,18,16,58,"Boulos é a esperança de um debate acalorado, porque se depender do resto, tamo lascado","boulos o esperançar debater acalorar , depender restar , tamo lascar"
SarahLoureiro,2018-09-09 18:16:58-07:00,2018,9,9,18,16,58,"RT @elpais_brasil: ""Nós estamos num debate que faltam duas candidaturas. Uma por impedimento judicial e outra porque está no hospital. A vi…","@elpais_brasil : "" nó debater faltar candidatura . umar impedimento judicial e o hospital . o vir …"
TechJoker,2018-09-09 18:16:58-07:00,2018,9,9,18,16,58,"Entendam e Aprendam:

Debate NÃO é sobre CONTEÚDO.
Debate é sobre Mise-En-Scène !

#DebatePresidencial",entender e aprender : debater sobrar conteúdo . debater sobrar mise - en - scène ! debatepresidencial
layseCampos,2018-09-09 18:16:59-07:00,2018,9,9,18,16,59,RT @JornalDaGazeta: O debate #GazetaEstadaoJP começa agora! Assista na @tvgazetaoficial ou por aqui: https://t.co/OyysXseW67,@jornaldagazeta : o debater gazetaestadaojp comedir ! assistir o @tvgazetaoficial : https://t.co/oyysxsew67
dionianjos,2018-09-09 18:17:00-07:00,2018,9,9,18,17,0,RT @GuajajaraSonia: Estou aqui acompanhando na @tvgazetaoficial o debate. Alvaro Dias vai fazer pergunta para @GuilhermeBoulos #GazetaEstad…,@guajajarasonia : acompanhar o @tvgazetaoficial o debater . alvaro perguntar parir @guilhermeboulos gazetaestad …
Vinicius141199,2018-09-09 18:17:00-07:00,2018,9,9,18,17,0,"#GazetaEstadaoJP mesmo com três candidatos a menos o tempo para resposta, replica e tréplica é menor do que o debate da Band.","gazetaestadaojp candidato o o parir respostar , replicar e tréplica o debater band ."
LaraOlivetto,2018-09-09 18:17:00-07:00,2018,9,9,18,17,0,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
galosurfista,2018-09-09 18:17:01-07:00,2018,9,9,18,17,1,"RT @heisenboff: o brasileiro sofre com futebol e logo depois já tem debate político em pleno domingo 

não da pra ter paz",@heisenboff : o brasileiro sofrer futebol e debater político pleno domingo pra paz
xaropitxo,2018-09-09 18:17:01-07:00,2018,9,9,18,17,1,"RT @MamoruVargas: Debate dos presidenciáveis agora na TVGazeta.
#GazetaEstadaoJP #CiroPresidente #Ciro12 #CirãoDaMassa https://t.co/Y5HFo2q…",@mamoruvargas : debater presidenciáveis o tvgazeta . gazetaestadaojp ciropresidente ciro12 cirãodamassa https://t.co/y5hfo2q …
Severusmarcelus,2018-09-09 18:17:02-07:00,2018,9,9,18,17,2,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
LiviaBritto,2018-09-09 18:17:01-07:00,2018,9,9,18,17,1,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
12_sebastiana,2018-09-09 18:17:03-07:00,2018,9,9,18,17,3,"RT @cirogomes: Acompanhe o debate também pelo nosso perfil aqui no Twitter! Para conferir a área de cobertura completa da TV Gazeta, clique…","@cirogomes : acompanhar o debater pelar perfil o twitter ! parir conferir o cobertura completar tv gazeta , clicar …"
cotonho,2018-09-09 18:17:03-07:00,2018,9,9,18,17,3,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
WendelMarino,2018-09-09 18:17:01-07:00,2018,9,9,18,17,1,"@Estadao Debate lixo, cadê o primeiro colocado nas pesquisas #JairBolsonaro, a está no hospital se recuperando de u… https://t.co/wyqs5cyYdx","@estadao debater lixar , cadê o colocar o pesquisar jairbolsonaro , o o hospital recuperar u … https://t.co/wyqs5cyydx"
LeandroMartyns1,2018-09-09 18:17:03-07:00,2018,9,9,18,17,3,"Queria ver o debate, mas aqui não pega mais a Gazeta, fazer o que né","querer o debater , pego o gazeta , o né"
Martins_Vini29,2018-09-09 18:17:03-07:00,2018,9,9,18,17,3,RT @sensacionalista: Bolsonaro mete atestado para não ir a debate https://t.co/rLcrk0XseT,@sensacionalista : bolsonaro meter atestar parir o debater https://t.co/rlcrk0xset
FabioStRios,2018-09-09 18:17:04-07:00,2018,9,9,18,17,4,"Ao Vivo - ASSISTA AO DEBATE PRESIDENCIAL DO ESTADÃO/TV GAZETA/CÁSPER LÍBERO

 ⬇️⬇️⬇️⬇️",o o viver - assistir o o debater presidencial estadão / tv gazeta / cásper líbero ⬇ ️ ⬇ ️ ⬇ ️ ⬇ ️
Raphaforjaz,2018-09-09 18:17:04-07:00,2018,9,9,18,17,4,RT @rivania18: @Estadao @TwitterBrasil Cade @joaoamoedonovo Cade @partidonovo30 Debate sem candidato com 5% nas pesquisas não vale. #VamosR…,@rivania18 : @estadao @twitterbrasil cade @joaoamoedonovo cade @partidonovo30 debater candidatar 5 % o pesquisar valer . vamosr …
marco_antonio2k,2018-09-09 18:17:05-07:00,2018,9,9,18,17,5,"RT @MomentsBrasil: #Eleições2018 

Tudo sobre o debate entre os presidenciáveis de hoje 🗳️ 

📺Transmissão em vídeo ao vivo no Twitter
⚡️Twe…",@momentsbrasil : eleições2018 sobrar o debater entrar o presidenciáveis 🗳 ️ 📺 transmissão vídeo o o viver o twitter ⚡ ️twe …
